,track_id,track_name,album,artist,artist_id,release_date,track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
68,3KCm9TwZDOLdRu4bM1Alob,I Wanna Dance with Somebody - Live from That's What Friends Are For: Arista Records 15th Anniversary Concert,Whitney Houston Live: Her Greatest Performances,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2014-11-10,3KCm9TwZDOLdRu4bM1Alob,0.569,0.954,-3.599,0.124,0.0689,0,0.981,0.527,128.457
69,5qByPJHfbssZpbUzhgpDCG,The Star Spangled Banner (feat. The Florida Orchestra) - Live from Super Bowl XXV,Whitney Houston Live: Her Greatest Performances,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2014-11-10,5qByPJHfbssZpbUzhgpDCG,0.179,0.641,-6.93,0.0439,0.636,0.0303,0.94,0.495,85.378
70,5gUXJ028FkqhUAKk7bMWY4,All the Man That I Need - Live from Welcome Home Heroes with Whitney Houston,Whitney Houston Live: Her Greatest Performances,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2014-11-10,5gUXJ028FkqhUAKk7bMWY4,0.39,0.779,-6.831,0.0469,0.542,0,0.962,0.459,140.791
71,5yFt7dkjC3AGuKOBaosed4,I'm Your Baby Tonight - Live from Welcome Home Heroes with Whitney Houston,Whitney Houston Live: Her Greatest Performances,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2014-11-10,5yFt7dkjC3AGuKOBaosed4,0.341,0.88,-9.15,0.147,0.0751,2.25e-06,0.991,0.669,169.244
72,2kS0pmnzDAeZDME3svB8fN,A Song for You - Live from Welcome Home Heroes with Whitney Houston,Whitney Houston Live: Her Greatest Performances,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2014-11-10,2kS0pmnzDAeZDME3svB8fN,0.3,0.378,-10.383,0.0459,0.912,0.000522,0.751,0.157,71.09
73,0pXeX74NdIKgUvylLqlGBN,"Medley: I Loves You, Porgy / And I Am Telling You I'm Not Going / I Have Nothing - Live from The 21st Annual American Music Awards",Whitney Houston Live: Her Greatest Performances,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2014-11-10,0pXeX74NdIKgUvylLqlGBN,0.221,0.656,-7.328,0.0553,0.448,0,0.947,0.357,77.653
74,0onkIMPgaJDynd4x2tSpjS,I'm Every Woman - Live from The Concert for a New South Africa,Whitney Houston Live: Her Greatest Performances,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2014-11-10,0onkIMPgaJDynd4x2tSpjS,0.422,0.932,-5.643,0.131,0.00379,0,0.914,0.446,119.254
75,2be59uHmn17ejuv4bXF5oo,I Will Always Love You - Live from The Concert for a New South Africa,Whitney Houston Live: Her Greatest Performances,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2014-11-10,2be59uHmn17ejuv4bXF5oo,0.238,0.585,-7.764,0.0509,0.525,8.2e-05,0.689,0.198,131.427
76,1Tmn4RzLBoZRryh3NJPlLd,My Love Is Your Love - Live from Late Show with David Letterman,Whitney Houston Live: Her Greatest Performances,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2014-11-10,1Tmn4RzLBoZRryh3NJPlLd,0.591,0.736,-6.916,0.119,0.446,0,0.982,0.561,81.91
77,0xGEceyQmD3gPP4vLNZly9,I Believe in You and Me - Live from The 16th Annual World Music Awards,Whitney Houston Live: Her Greatest Performances,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2014-11-10,0xGEceyQmD3gPP4vLNZly9,0.293,0.439,-9.316,0.0333,0.808,0.00322,0.953,0.121,115.634
78,71y1T1v35vSZFg6xCEegAx,I Didn't Know My Own Strength - Live from The Oprah Winfrey Show Season Premiere Part II - Whitney Houston's Show Stopping Surprise,Whitney Houston Live: Her Greatest Performances,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2014-11-10,71y1T1v35vSZFg6xCEegAx,0.35,0.676,-6.497,0.0776,0.464,0,0.658,0.29,108.703
79,78Liq9m8u6xjuamJIeznTd,Million Dollar Bill,I Look To You,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2009-08-28,78Liq9m8u6xjuamJIeznTd,0.714,0.747,-4.134,0.111,0.054,0,0.0845,0.765,119.899
80,2WApJIbDbXSbsseuPkAiWv,Nothin' But Love,I Look To You,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2009-08-28,2WApJIbDbXSbsseuPkAiWv,0.681,0.883,-4.014,0.214,0.123,0,0.275,0.566,93.824
81,16U3RJaytxelZKAVWMAsH8,Call You Tonight,I Look To You,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2009-08-28,16U3RJaytxelZKAVWMAsH8,0.576,0.725,-5.066,0.072,0.189,0,0.377,0.59,203.777
82,1rAESNsSXvXpJh9hCjgHVX,I Look to You,I Look To You,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2009-08-28,1rAESNsSXvXpJh9hCjgHVX,0.55,0.373,-6.31,0.0286,0.717,0,0.096,0.101,101.84
83,5qIB8RslPO78tG7S9SN3FX,Like I Never Left (feat. Akon),I Look To You,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2009-08-28,5qIB8RslPO78tG7S9SN3FX,0.682,0.721,-6.349,0.0562,0.0885,0,0.147,0.23,94.033
84,4AlHlm053125GeYkkVxIh8,A Song For You,I Look To You,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2009-08-28,4AlHlm053125GeYkkVxIh8,0.543,0.672,-5.885,0.0516,0.173,6.93e-06,0.273,0.105,120.0
85,2d8012yMxNQF0jS3zxo4nU,I Didn't Know My Own Strength,I Look To You,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2009-08-28,2d8012yMxNQF0jS3zxo4nU,0.601,0.461,-8.754,0.0424,0.566,0,0.345,0.22,108.087
86,3F8nRrbixJaHGDa2U2oOp0,Worth It,I Look To You,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2009-08-28,3F8nRrbixJaHGDa2U2oOp0,0.743,0.603,-6.119,0.0606,0.207,0,0.407,0.728,129.419
87,57Vmf2cUjdno4SN6sMIBuH,For The Lovers,I Look To You,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2009-08-28,57Vmf2cUjdno4SN6sMIBuH,0.79,0.875,-4.334,0.0279,0.0498,1.57e-05,0.349,0.604,108.0
88,302ay0Y146st7TiL5agb7u,I Got You,I Look To You,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2009-08-28,302ay0Y146st7TiL5agb7u,0.587,0.553,-7.787,0.052,0.0738,0,0.103,0.497,141.222
89,1H1YAkNoKgwvyVX5upUbWA,Salute,I Look To You,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2009-08-28,1H1YAkNoKgwvyVX5upUbWA,0.72,0.597,-7.296,0.179,0.304,0,0.0421,0.755,81.505
90,1pNKIiR1z06WGs0H5dBQ1h,The First Noël,One Wish / The Holiday Album,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,1pNKIiR1z06WGs0H5dBQ1h,0.604,0.631,-5.855,0.0393,0.12,0,0.0883,0.421,126.067
91,4mS0kNelJEq1u2siN6RIrB,The Christmas Song (Chestnuts Roasting on an Open Fire),One Wish / The Holiday Album,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,4mS0kNelJEq1u2siN6RIrB,0.337,0.483,-6.517,0.0427,0.661,0,0.0972,0.128,164.236
92,2siFvUFtPft87VpgysqJc5,Little Drummer Boy (feat. Bobbi Kristina Brown),One Wish / The Holiday Album,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,2siFvUFtPft87VpgysqJc5,0.746,0.587,-7.498,0.0371,0.184,8.63e-05,0.108,0.458,140.049
93,6pPLhUHaxNy37eIUNYu5JL,One Wish (For Christmas),One Wish / The Holiday Album,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,6pPLhUHaxNy37eIUNYu5JL,0.501,0.474,-6.463,0.0303,0.458,0,0.131,0.134,135.081
94,2sdLXbcnoJI5H4Fn1FULiF,Cantique de Noël (O Holy Night),One Wish / The Holiday Album,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,2sdLXbcnoJI5H4Fn1FULiF,0.282,0.214,-8.528,0.0338,0.867,2.22e-06,0.176,0.122,109.486
95,5oTGfOV9OkYufPZalNRgvP,I'll Be Home for Christmas,One Wish / The Holiday Album,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,5oTGfOV9OkYufPZalNRgvP,0.324,0.2,-10.739,0.0335,0.928,1.34e-06,0.0792,0.112,129.005
96,73NEyO0Hx5WumrR7TYQWxu,Deck the Halls / Silent Night,One Wish / The Holiday Album,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,73NEyO0Hx5WumrR7TYQWxu,0.745,0.68,-5.443,0.133,0.15,1.84e-06,0.0906,0.646,92.03
97,0lPaZO2ofgXt1AQXso1md7,Have Yourself a Merry Little Christmas,One Wish / The Holiday Album,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,0lPaZO2ofgXt1AQXso1md7,0.502,0.647,-7.681,0.125,0.586,2.42e-05,0.0761,0.262,147.988
98,2rMq0mJtZhgXwwn46qFGLK,O Come O Come Emmanuel,One Wish / The Holiday Album,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,2rMq0mJtZhgXwwn46qFGLK,0.331,0.27,-8.095,0.03,0.883,0,0.152,0.15,99.849
99,6J71TL7fO6GjN6qfAN3mI0,"Who Would Imagine A King - (From ""The Preacher's Wife"") (feat. The Nativity Choir From The Preacher's Wife)",One Wish / The Holiday Album,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,6J71TL7fO6GjN6qfAN3mI0,0.21,0.196,-10.72,0.0338,0.884,0,0.318,0.183,78.652
100,2HwaTkbNED2nZfSijP9TLF,Joy to the World (with Georgia Mass Choir),One Wish / The Holiday Album,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,2HwaTkbNED2nZfSijP9TLF,0.308,0.793,-4.233,0.103,0.413,0,0.134,0.354,173.053
101,2OGSbvnkdolT2ihOtpsESb,The First Noël,One Wish (The Holiday Album) [Deluxe Version],Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,2OGSbvnkdolT2ihOtpsESb,0.604,0.631,-5.855,0.0393,0.12,0,0.0883,0.421,126.067
102,0bOFsgJ0rWzsI5euCjBbpW,The Christmas Song (Chestnuts Roasting on an Open Fire),One Wish (The Holiday Album) [Deluxe Version],Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,0bOFsgJ0rWzsI5euCjBbpW,0.336,0.485,-6.515,0.0426,0.658,0,0.0972,0.128,164.237
103,3UwzkJA26xnprUgnpYcpFl,Little Drummer Boy (feat. Bobbi Kristina Brown),One Wish (The Holiday Album) [Deluxe Version],Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,3UwzkJA26xnprUgnpYcpFl,0.745,0.586,-7.498,0.0372,0.184,8.89e-05,0.108,0.462,140.043
104,0GPqe3JI3iGEEsb8D06unE,One Wish (For Christmas),One Wish (The Holiday Album) [Deluxe Version],Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,0GPqe3JI3iGEEsb8D06unE,0.477,0.474,-6.463,0.0306,0.461,0,0.131,0.133,134.903
105,7fvhCCMdHei3RV6lP5ICVL,Cantique de Noël (O Holy Night),One Wish (The Holiday Album) [Deluxe Version],Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,7fvhCCMdHei3RV6lP5ICVL,0.282,0.214,-8.528,0.0338,0.867,2.22e-06,0.176,0.122,109.486
106,0ojj8h9XLo9WdVlArAg4tL,I'll Be Home for Christmas,One Wish (The Holiday Album) [Deluxe Version],Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,0ojj8h9XLo9WdVlArAg4tL,0.235,0.2,-10.739,0.0334,0.927,1.34e-06,0.0792,0.11,80.258
107,1cDcG5IbvYg1uqvggs8jQV,Deck the Halls / Silent Night,One Wish (The Holiday Album) [Deluxe Version],Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,1cDcG5IbvYg1uqvggs8jQV,0.744,0.679,-5.443,0.132,0.15,1.81e-06,0.0906,0.643,92.031
108,1DBdkjZ8AyWayNVHTLuiM4,Have Yourself a Merry Little Christmas,One Wish (The Holiday Album) [Deluxe Version],Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,1DBdkjZ8AyWayNVHTLuiM4,0.494,0.647,-7.681,0.124,0.586,2.33e-05,0.076,0.265,148.05
109,6WRsUc36F7t37ZGM4e7n3T,O Come O Come Emmanuel,One Wish (The Holiday Album) [Deluxe Version],Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,6WRsUc36F7t37ZGM4e7n3T,0.331,0.27,-8.095,0.03,0.883,0,0.152,0.15,99.849
110,5YenwJPNMaS5ADo947jGwI,"Who Would Imagine A King - (From ""The Preacher's Wife"") (feat. The Nativity Choir From The Preacher's Wife)",One Wish (The Holiday Album) [Deluxe Version],Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,5YenwJPNMaS5ADo947jGwI,0.213,0.199,-10.72,0.0334,0.883,0,0.318,0.175,80.942
111,6Oo2WKkHQkxTFANWyeAFtn,Joy to the World (with Georgia Mass Choir),One Wish (The Holiday Album) [Deluxe Version],Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,6Oo2WKkHQkxTFANWyeAFtn,0.309,0.793,-4.233,0.101,0.412,0,0.135,0.355,173.055
112,178PUYfr4UqYKOFLpXAfvE,Do You Hear What I Hear?,One Wish (The Holiday Album) [Deluxe Version],Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2003-11-18,178PUYfr4UqYKOFLpXAfvE,0.316,0.714,-4.981,0.0387,0.00931,0,0.117,0.306,72.785
113,4qoRtBttExNQ8eguqiYsRg,One Of Those Days,Just Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2002-11-20,4qoRtBttExNQ8eguqiYsRg,0.679,0.708,-3.844,0.0818,0.312,0,0.0878,0.82,91.983
114,0moOkXr0fXPqaXdr54v4GC,Tell Me No,Just Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2002-11-20,0moOkXr0fXPqaXdr54v4GC,0.608,0.77,-5.243,0.046,0.0327,0,0.104,0.383,88.882
115,56iThbABo74MrYhudXR8DY,Things You Say,Just Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2002-11-20,56iThbABo74MrYhudXR8DY,0.718,0.533,-4.823,0.172,0.321,0,0.146,0.48,131.275
116,3aiqh3PTL4cpFSLNt5BDRD,My Love (feat. Bobby Brown),Just Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2002-11-20,3aiqh3PTL4cpFSLNt5BDRD,0.734,0.772,-3.4,0.231,0.109,0,0.435,0.85,143.742
117,76XT0z1vuiI6mPknlBgjcI,Love That Man,Just Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2002-11-20,76XT0z1vuiI6mPknlBgjcI,0.846,0.81,-3.645,0.0377,0.0358,1.71e-06,0.0762,0.927,112.009
118,2IpeftovkFwpkWBYuS0qCz,Try It On My Own,Just Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2002-11-20,2IpeftovkFwpkWBYuS0qCz,0.544,0.593,-5.887,0.0362,0.612,6.75e-06,0.146,0.139,135.877
119,1yt4kQPgYSWm1ZbBK9GrbW,Dear John Letter,Just Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2002-11-20,1yt4kQPgYSWm1ZbBK9GrbW,0.798,0.559,-4.623,0.0575,0.253,0,0.0722,0.694,99.018
120,0vGIl4KQF2CpJcNhHCCheA,Unashamed,Just Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2002-11-20,0vGIl4KQF2CpJcNhHCCheA,0.608,0.831,-4.775,0.142,0.108,0,0.119,0.665,164.006
121,5vXEPFOkx6eugLNxg4YauT,You Light Up My Life,Just Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2002-11-20,5vXEPFOkx6eugLNxg4YauT,0.299,0.365,-8.88,0.028,0.542,0,0.148,0.0928,94.726
122,7Kt3rCH3VPNDDJq3iq7v16,Whatchulookinat - Main (A.K.A. Backing Vox Up),Just Whitney,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2002-11-20,7Kt3rCH3VPNDDJq3iq7v16,0.676,0.878,-3.66,0.148,0.0587,0,0.509,0.533,105.014
123,7861kBrZ5aw7o4NfggcyYW,It's Not Right But It's Okay,My Love Is Your Love,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1998-11-17,7861kBrZ5aw7o4NfggcyYW,0.805,0.802,-7.076,0.1,0.162,0.000883,0.0698,0.531,127.924
124,4J9u7UsXH7F6sFI32KnYuP,Heartbreak Hotel (feat. Faith Evans & Kelly Price),My Love Is Your Love,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1998-11-17,4J9u7UsXH7F6sFI32KnYuP,0.724,0.535,-7.616,0.0588,0.0477,0,0.0314,0.664,133.816
125,1ckU1EhAO0Nr73QYw24SWJ,My Love Is Your Love,My Love Is Your Love,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1998-11-17,1ckU1EhAO0Nr73QYw24SWJ,0.77,0.475,-9.512,0.159,0.0561,4.72e-06,0.0607,0.473,82.511
126,0JN7vUgUolHGHFrOR8xk7S,When You Believe - from The Prince of Egypt,My Love Is Your Love,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1998-11-17,0JN7vUgUolHGHFrOR8xk7S,0.436,0.391,-9.62,0.0326,0.554,0,0.12,0.126,125.354
127,6Hk49EZCW2HGJx20LWaQPF,If I Told You That,My Love Is Your Love,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1998-11-17,6Hk49EZCW2HGJx20LWaQPF,0.668,0.697,-7.982,0.0351,0.00778,1.36e-05,0.134,0.681,100.008
128,2V7hSVI9YwkKvVUhXY2CbT,"In My Business (feat. Missy ""Misdemeanor"" Elliott)",My Love Is Your Love,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1998-11-17,2V7hSVI9YwkKvVUhXY2CbT,0.752,0.623,-10.153,0.0703,0.0166,0.00454,0.105,0.493,96.036
129,3wACjmQo7ZkRNMLfZXndFB,I Learned from the Best,My Love Is Your Love,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1998-11-17,3wACjmQo7ZkRNMLfZXndFB,0.609,0.563,-6.284,0.0328,0.0109,7.76e-06,0.156,0.306,148.949
130,1U2nYDhFlikoMa1UBp2qtK,Oh Yes,My Love Is Your Love,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1998-11-17,1U2nYDhFlikoMa1UBp2qtK,0.769,0.498,-10.59,0.0541,0.0121,4.1e-06,0.331,0.253,99.822
131,3U7PLjhBYzuEH0r5XmNtuI,Get It Back,My Love Is Your Love,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1998-11-17,3U7PLjhBYzuEH0r5XmNtuI,0.815,0.633,-7.803,0.0746,0.0169,1.07e-05,0.109,0.377,93.588
132,2uJlJ0F7YIU9740Ggy6JdL,Until You Come Back,My Love Is Your Love,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1998-11-17,2uJlJ0F7YIU9740Ggy6JdL,0.678,0.502,-7.999,0.0293,0.0499,5.28e-05,0.33,0.262,100.41
133,2VgaALs0kKa9EG76A7T7uB,I Bow Out,My Love Is Your Love,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1998-11-17,2VgaALs0kKa9EG76A7T7uB,0.719,0.646,-8.409,0.152,0.0317,0,0.0335,0.681,159.825
134,3KFbjIFQxMbOKdZ4S3lv4S,You'll Never Stand Alone,My Love Is Your Love,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1998-11-17,3KFbjIFQxMbOKdZ4S3lv4S,0.703,0.488,-6.943,0.0254,0.105,0,0.272,0.194,103.907
135,2nJzMBYSpfg9Y5U88ANDeK,I Was Made To Love Him,My Love Is Your Love,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1998-11-17,2nJzMBYSpfg9Y5U88ANDeK,0.717,0.617,-6.174,0.134,0.0229,0,0.115,0.716,103.897
136,1kwNHkKXJ4c4MchgATAOBJ,I Believe In You And Me - Film Version,The Preacher's Wife,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1996-11-27,1kwNHkKXJ4c4MchgATAOBJ,0.434,0.268,-11.52,0.0355,0.785,0,0.0881,0.121,119.804
137,5dEBcymDDG9TUjJnAouOPp,Step by Step,The Preacher's Wife,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1996-11-27,5dEBcymDDG9TUjJnAouOPp,0.752,0.79,-8.648,0.0507,0.0797,5.78e-05,0.284,0.202,115.976
138,4KNc21J4RPztm1ZZSCokg3,Joy (with Georgia Mass Choir),The Preacher's Wife,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1996-11-27,4KNc21J4RPztm1ZZSCokg3,0.547,0.697,-6.504,0.0436,0.662,0,0.279,0.572,77.025
139,2nYSSi21kg6wEseR3JvwEa,"Hold On, Help Is On The Way (with Georgia Mass Choir)",The Preacher's Wife,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1996-11-27,2nYSSi21kg6wEseR3JvwEa,0.565,0.898,-5.626,0.32,0.491,0,0.215,0.316,85.758
140,2Sx7ifYacUq3ZbKJVpsMkm,I Go To The Rock (with Georgia Mass Choir),The Preacher's Wife,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1996-11-27,2Sx7ifYacUq3ZbKJVpsMkm,0.596,0.758,-8.47,0.0485,0.268,0,0.587,0.636,127.803
141,2xrXUa8o1JJtz8nobY2UsY,I Love The Lord (with Georgia Mass Choir),The Preacher's Wife,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1996-11-27,2xrXUa8o1JJtz8nobY2UsY,0.249,0.283,-10.172,0.0305,0.714,7.09e-06,0.113,0.0869,101.17
142,2g05nSa5RfTZ6gIsuWVzct,"Somebody Bigger Than You And I (feat. Bobby Brown, Faith Evans, Johnny Gill, Monica & Ralph Tresvant)",The Preacher's Wife,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1996-11-27,2g05nSa5RfTZ6gIsuWVzct,0.768,0.451,-9.834,0.0551,0.00619,0,0.0494,0.732,103.033
143,5NGVnEhrimV9vYwPRxsM3i,You Were Loved,The Preacher's Wife,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1996-11-27,5NGVnEhrimV9vYwPRxsM3i,0.652,0.28,-11.363,0.0289,0.273,6.14e-06,0.284,0.136,114.004
144,4w0cBvy6wMmV8iA60cTYXl,My Heart Is Calling,The Preacher's Wife,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1996-11-27,4w0cBvy6wMmV8iA60cTYXl,0.857,0.527,-8.694,0.0534,0.134,2.4e-06,0.053,0.509,92.904
145,4JPDPdPodOHkdRAMSrO7X6,I Believe in You and Me - Record Version,The Preacher's Wife,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1996-11-27,4JPDPdPodOHkdRAMSrO7X6,0.59,0.335,-10.66,0.0396,0.813,2.06e-05,0.0886,0.129,123.94
146,04Zv2pShCGDgeIu0uWan9H,Step by Step - Remix,The Preacher's Wife,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1996-11-27,04Zv2pShCGDgeIu0uWan9H,0.809,0.711,-7.755,0.0415,0.0744,0.00248,0.12,0.668,116.02
147,69NIBgceLKSU8mijUqifBB,"Who Would Imagine A King - (From ""The Preacher's Wife"") (feat. The Nativity Choir From The Preacher's Wife)",The Preacher's Wife,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,1996-11-27,69NIBgceLKSU8mijUqifBB,0.22,0.145,-14.496,0.0364,0.926,0,0.261,0.227,86.74
